job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
nlp engineer,"statistics, gcp, sql",134215.0,Ex,Media,100–150K
ai product manager,"linux, python, java, nlp",172119.0,Se,Gaming,150–200K
data scientist,"python, pytorch, statistics, kubernetes, linux",142391.0,Ex,Retail,100–150K
head of ai,"python, hadoop, data visualization, statistics, azure",199237.0,Ex,Education,150–200K
data scientist,"r, kubernetes, nlp, sql, docker",170952.0,Ex,Manufacturing,150–200K
principal data scientist,"deep learning, pytorch, computer vision",268106.0,Ex,Consulting,200K+
ml ops engineer,"spark, sql, statistics, aws, mathematics",149540.0,Ex,Media,100–150K
ai consultant,"kubernetes, git, linux",49712.0,En,Transportation,<50K
ai consultant,"docker, aws, python, hadoop",74333.0,En,Real Estate,50–100K
machine learning engineer,"python, tensorflow, gcp",112518.0,Mi,Finance,100–150K
ai research scientist,"docker, mlops, computer vision",105530.0,En,Consulting,100–150K
ai architect,"azure, linux, statistics, computer vision",247271.0,Se,Energy,200K+
autonomous systems engineer,"deep learning, python, nlp",123036.0,Mi,Technology,100–150K
robotics engineer,"spark, scala, docker, aws, hadoop",107419.0,Se,Automotive,100–150K
ai consultant,"sql, computer vision, gcp",115197.0,En,Energy,100–150K
autonomous systems engineer,"r, java, azure, python",52222.0,Mi,Real Estate,50–100K
head of ai,"nlp, linux, mlops, kubernetes",145071.0,Ex,Telecommunications,100–150K
deep learning engineer,"docker, kubernetes, mlops, nlp, linux",201599.0,Ex,Education,200K+
ai specialist,"aws, sql, data visualization",84329.0,Mi,Automotive,50–100K
machine learning researcher,"nlp, deep learning, tableau",50385.0,Mi,Media,50–100K
ml ops engineer,"python, tensorflow, tableau",144304.0,Se,Technology,100–150K
computer vision engineer,"java, git, data visualization, hadoop",95195.0,Mi,Manufacturing,50–100K
computer vision engineer,"hadoop, python, computer vision, aws, linux",98983.0,Mi,Healthcare,50–100K
machine learning researcher,"pytorch, hadoop, gcp",59612.0,En,Automotive,50–100K
machine learning researcher,"kubernetes, mathematics, computer vision, sql, spark",174422.0,Ex,Media,150–200K
data engineer,"deep learning, sql, tensorflow, r, kubernetes",92239.0,Mi,Energy,50–100K
ai software engineer,"azure, linux, r, gcp, computer vision",67902.0,En,Automotive,50–100K
ai consultant,"git, java, mlops",97627.0,Se,Healthcare,50–100K
ai software engineer,"java, data visualization, python, git, docker",186282.0,Ex,Media,150–200K
robotics engineer,"tableau, pytorch, kubernetes, computer vision, deep learning",64266.0,Mi,Real Estate,50–100K
ml ops engineer,"hadoop, nlp, git, sql, tensorflow",69232.0,En,Technology,50–100K
ai specialist,"mathematics, gcp, computer vision, git, tensorflow",175308.0,Se,Education,150–200K
ai specialist,"mlops, r, pytorch, tableau",51258.0,En,Gaming,50–100K
data scientist,"kubernetes, mathematics, nlp, pytorch",73171.0,En,Healthcare,50–100K
ai research scientist,"azure, kubernetes, docker",122049.0,Se,Media,100–150K
ai research scientist,"deep learning, kubernetes, statistics, tensorflow, docker",130846.0,Se,Finance,100–150K
nlp engineer,"scala, azure, data visualization, tensorflow",81308.0,En,Consulting,50–100K
autonomous systems engineer,"deep learning, gcp, nlp, java",171409.0,Ex,Retail,150–200K
ai specialist,"pytorch, statistics, tableau, sql",82293.0,En,Gaming,50–100K
ai research scientist,"sql, pytorch, r, deep learning, docker",64384.0,Mi,Retail,50–100K
data scientist,"linux, pytorch, kubernetes, java",45557.0,En,Transportation,<50K
computer vision engineer,"azure, pytorch, tableau, python",63717.0,Mi,Retail,50–100K
ai research scientist,"tableau, kubernetes, scala, hadoop",102946.0,Se,Manufacturing,100–150K
ai consultant,"tableau, git, tensorflow, sql",110938.0,Mi,Finance,100–150K
data scientist,"tableau, tensorflow, kubernetes, data visualization, deep learning",54487.0,En,Media,50–100K
data scientist,"linux, kubernetes, mathematics",240076.0,Ex,Media,200K+
ai consultant,"data visualization, python, r, spark",157575.0,Se,Telecommunications,150–200K
autonomous systems engineer,"spark, azure, statistics",51979.0,En,Consulting,50–100K
head of ai,"git, python, nlp, r, pytorch",69641.0,En,Automotive,50–100K
research scientist,"deep learning, git, scala",99007.0,Mi,Retail,50–100K
computer vision engineer,"git, java, pytorch, mlops, computer vision",67267.0,Mi,Media,50–100K
machine learning engineer,"aws, java, mathematics, deep learning, gcp",149254.0,Ex,Manufacturing,100–150K
head of ai,"data visualization, sql, python",155281.0,Se,Retail,150–200K
machine learning researcher,"scala, java, sql",81131.0,Mi,Gaming,50–100K
ml ops engineer,"spark, scala, r, statistics",62124.0,Mi,Real Estate,50–100K
data engineer,"linux, r, computer vision, data visualization",97775.0,Se,Government,50–100K
ml ops engineer,"mlops, azure, deep learning",113568.0,Mi,Telecommunications,100–150K
data engineer,"python, tensorflow, pytorch",58988.0,Mi,Government,50–100K
nlp engineer,"python, tensorflow, mlops, deep learning",161648.0,Ex,Telecommunications,150–200K
research scientist,"mlops, deep learning, linux",80147.0,En,Real Estate,50–100K
ai consultant,"python, docker, tensorflow",95646.0,Se,Automotive,50–100K
ai software engineer,"deep learning, git, mathematics, computer vision, sql",137712.0,Ex,Healthcare,100–150K
ai software engineer,"gcp, tensorflow, mlops",71599.0,Se,Manufacturing,50–100K
ai specialist,"pytorch, statistics, computer vision",200600.0,Ex,Education,200K+
ai architect,"sql, nlp, pytorch, computer vision",101814.0,Se,Manufacturing,100–150K
ai product manager,"sql, mlops, gcp, linux",66362.0,Mi,Healthcare,50–100K
autonomous systems engineer,"python, tensorflow, docker, kubernetes, pytorch",135589.0,Ex,Healthcare,100–150K
robotics engineer,"sql, hadoop, computer vision, python, azure",42004.0,En,Consulting,<50K
data scientist,"spark, python, hadoop",126054.0,Se,Telecommunications,100–150K
data engineer,"computer vision, sql, java, mlops, data visualization",141799.0,Mi,Real Estate,100–150K
ai consultant,"java, tableau, r",100128.0,Se,Consulting,100–150K
research scientist,"mathematics, sql, kubernetes, data visualization, mlops",76629.0,En,Retail,50–100K
ai research scientist,"computer vision, mathematics, sql",52575.0,Mi,Retail,50–100K
data engineer,"java, sql, kubernetes",149691.0,Ex,Healthcare,100–150K
nlp engineer,"azure, r, deep learning, sql, tensorflow",54907.0,En,Healthcare,50–100K
nlp engineer,"sql, data visualization, computer vision",228761.0,Ex,Government,200K+
data engineer,"kubernetes, linux, r, python, docker",162134.0,Mi,Education,150–200K
ai software engineer,"sql, git, java, hadoop",97538.0,Se,Retail,50–100K
deep learning engineer,"git, deep learning, r, linux",163381.0,Ex,Transportation,150–200K
autonomous systems engineer,"mathematics, mlops, python, tensorflow, pytorch",94529.0,Se,Telecommunications,50–100K
data analyst,"docker, computer vision, r",55725.0,En,Media,50–100K
research scientist,"data visualization, scala, azure",267215.0,Ex,Automotive,200K+
head of ai,"spark, mlops, scala, mathematics, kubernetes",197931.0,Ex,Finance,150–200K
ai product manager,"linux, computer vision, python, tensorflow, git",137900.0,Se,Real Estate,100–150K
ai consultant,"pytorch, r, tableau",83929.0,Mi,Consulting,50–100K
ai research scientist,"git, docker, mlops",216227.0,Ex,Automotive,200K+
ai software engineer,"computer vision, git, nlp, sql, statistics",173425.0,Se,Automotive,150–200K
machine learning researcher,"r, docker, pytorch",233862.0,Ex,Gaming,200K+
principal data scientist,"docker, mlops, tableau, spark",110678.0,Se,Energy,100–150K
ai specialist,"gcp, deep learning, git",97017.0,Mi,Healthcare,50–100K
nlp engineer,"python, aws, tensorflow",51383.0,En,Technology,50–100K
ai consultant,"linux, sql, gcp, pytorch, spark",42188.0,En,Retail,<50K
ai software engineer,"git, mathematics, data visualization, aws, linux",65329.0,Mi,Government,50–100K
data scientist,"scala, docker, spark",196404.0,Ex,Consulting,150–200K
nlp engineer,"scala, deep learning, computer vision, linux",80021.0,En,Gaming,50–100K
data engineer,"python, java, mlops",152442.0,Ex,Government,150–200K
ai software engineer,"python, computer vision, linux, tensorflow",138403.0,Mi,Retail,100–150K
ai software engineer,"tensorflow, aws, hadoop",66443.0,En,Finance,50–100K
machine learning engineer,"linux, r, nlp, kubernetes",135299.0,Se,Technology,100–150K
ai specialist,"kubernetes, git, aws, tableau, gcp",128209.0,Ex,Healthcare,100–150K
ai specialist,"pytorch, gcp, tableau",86408.0,En,Retail,50–100K
machine learning researcher,"nlp, python, tableau, azure",115052.0,Mi,Retail,100–150K
head of ai,"nlp, pytorch, sql",33804.0,En,Government,<50K
computer vision engineer,"nlp, tableau, hadoop",90572.0,Se,Automotive,50–100K
ai specialist,"pytorch, linux, scala",98968.0,Se,Consulting,50–100K
research scientist,"mathematics, java, tableau",65296.0,Mi,Gaming,50–100K
machine learning engineer,"statistics, java, sql",97307.0,Mi,Transportation,50–100K
ai consultant,"linux, sql, pytorch, azure",89246.0,Mi,Technology,50–100K
data analyst,"sql, spark, gcp, git, scala",113254.0,Ex,Automotive,100–150K
nlp engineer,"tableau, sql, r",105084.0,Mi,Telecommunications,100–150K
ai consultant,"deep learning, tensorflow, kubernetes, docker",60401.0,Mi,Gaming,50–100K
ai architect,"data visualization, spark, tensorflow",123730.0,Ex,Education,100–150K
autonomous systems engineer,"r, tensorflow, azure, linux, spark",57169.0,En,Retail,50–100K
deep learning engineer,"sql, kubernetes, azure, tensorflow, aws",130727.0,Ex,Healthcare,100–150K
ai architect,"python, scala, git, azure",256966.0,Ex,Real Estate,200K+
ai consultant,"python, aws, data visualization, mathematics",72663.0,En,Telecommunications,50–100K
principal data scientist,"gcp, kubernetes, git, azure",57892.0,Mi,Transportation,50–100K
data engineer,"aws, linux, java",235424.0,Ex,Healthcare,200K+
nlp engineer,"tensorflow, mlops, scala, computer vision",152491.0,Ex,Consulting,150–200K
data engineer,"tableau, gcp, hadoop, python",117720.0,Mi,Education,100–150K
ml ops engineer,"linux, python, docker",145834.0,Se,Media,100–150K
autonomous systems engineer,"mlops, java, data visualization",63289.0,Mi,Healthcare,50–100K
ai specialist,"deep learning, kubernetes, hadoop, azure",78060.0,En,Gaming,50–100K
ai specialist,"python, kubernetes, scala, spark",160195.0,Se,Manufacturing,150–200K
ai research scientist,"docker, scala, aws, java, r",172544.0,Ex,Education,150–200K
nlp engineer,"sql, pytorch, aws, r, mlops",43218.0,En,Telecommunications,<50K
ml ops engineer,"scala, git, mlops, deep learning, python",146162.0,Se,Telecommunications,100–150K
ai research scientist,"python, mathematics, mlops",59763.0,En,Consulting,50–100K
machine learning engineer,"nlp, pytorch, deep learning, tableau, git",174326.0,Se,Telecommunications,150–200K
data engineer,"gcp, sql, mlops, docker",233158.0,Ex,Transportation,200K+
ai architect,"kubernetes, spark, data visualization, nlp, mathematics",76830.0,En,Transportation,50–100K
nlp engineer,"sql, pytorch, azure, computer vision",89822.0,Mi,Energy,50–100K
autonomous systems engineer,"docker, spark, aws, statistics, mlops",121014.0,Ex,Consulting,100–150K
robotics engineer,"tensorflow, linux, python",201055.0,Ex,Real Estate,200K+
computer vision engineer,"spark, git, docker, aws, mlops",84302.0,Mi,Real Estate,50–100K
autonomous systems engineer,"spark, python, gcp, nlp",225505.0,Ex,Energy,200K+
data scientist,"mathematics, mlops, deep learning",72272.0,Mi,Energy,50–100K
deep learning engineer,"tensorflow, aws, nlp, mathematics",97608.0,Mi,Energy,50–100K
machine learning engineer,"aws, hadoop, azure, mathematics, r",83754.0,En,Telecommunications,50–100K
data engineer,"kubernetes, git, mathematics, hadoop, deep learning",60780.0,En,Transportation,50–100K
ai research scientist,"python, linux, mathematics",151161.0,Se,Media,150–200K
nlp engineer,"nlp, kubernetes, data visualization",85261.0,En,Technology,50–100K
research scientist,"pytorch, git, python, kubernetes",103737.0,Mi,Finance,100–150K
ai consultant,"data visualization, statistics, hadoop, pytorch, aws",52362.0,Mi,Government,50–100K
autonomous systems engineer,"python, tensorflow, mlops",105572.0,Se,Real Estate,100–150K
head of ai,"python, scala, tableau",98182.0,Mi,Finance,50–100K
data analyst,"git, pytorch, tableau, tensorflow, java",113053.0,En,Media,100–150K
ai software engineer,"pytorch, spark, kubernetes, data visualization, tableau",133412.0,Mi,Government,100–150K
data scientist,"deep learning, pytorch, tableau, tensorflow",75895.0,En,Government,50–100K
data scientist,"python, tensorflow, pytorch, statistics",257296.0,Ex,Government,200K+
nlp engineer,"sql, python, mlops, tensorflow",126342.0,Se,Healthcare,100–150K
computer vision engineer,"java, spark, sql, computer vision, azure",145559.0,Se,Manufacturing,100–150K
ai consultant,"data visualization, sql, pytorch, kubernetes, deep learning",99724.0,En,Education,50–100K
ai software engineer,"statistics, scala, r",65801.0,En,Gaming,50–100K
ai product manager,"tensorflow, python, gcp, aws, computer vision",73899.0,Se,Finance,50–100K
ml ops engineer,"python, sql, azure",125706.0,Se,Real Estate,100–150K
machine learning engineer,"python, scala, data visualization, tensorflow",95822.0,Mi,Retail,50–100K
ai specialist,"kubernetes, data visualization, pytorch",114608.0,En,Manufacturing,100–150K
deep learning engineer,"tableau, java, docker, statistics, pytorch",74408.0,Mi,Manufacturing,50–100K
ai product manager,"pytorch, azure, linux, git, spark",45507.0,En,Finance,<50K
autonomous systems engineer,"tableau, scala, python",129224.0,Mi,Healthcare,100–150K
nlp engineer,"hadoop, tensorflow, python, mlops",38781.0,En,Retail,<50K
robotics engineer,"computer vision, git, java, kubernetes",78557.0,En,Consulting,50–100K
machine learning engineer,"git, spark, scala, python",80389.0,Mi,Education,50–100K
ai architect,"hadoop, sql, mlops",141349.0,Se,Consulting,100–150K
ai architect,"java, kubernetes, statistics, computer vision",83994.0,Se,Consulting,50–100K
autonomous systems engineer,"data visualization, git, r, pytorch, docker",146889.0,Se,Education,100–150K
data engineer,"mlops, kubernetes, git, mathematics, sql",101087.0,Ex,Technology,100–150K
ai specialist,"gcp, pytorch, kubernetes",105571.0,Se,Retail,100–150K
autonomous systems engineer,"kubernetes, docker, r, mathematics",111195.0,Se,Retail,100–150K
data engineer,"tensorflow, tableau, linux, deep learning, statistics",47073.0,En,Education,<50K
ai research scientist,"azure, kubernetes, gcp, python",187698.0,Se,Retail,150–200K
ai software engineer,"statistics, kubernetes, hadoop, tensorflow",58026.0,En,Energy,50–100K
autonomous systems engineer,"gcp, data visualization, python",62788.0,Mi,Telecommunications,50–100K
ai software engineer,"python, tensorflow, spark",154530.0,Ex,Manufacturing,150–200K
